10
204
15 1 49 55
15 1 50 55
15 2 49 55
15 2 50 55
6 2 74 93 81
6 2 74 94 81
6 2 74 95 81
6 2 74 96 81
6 1 2 73 81
6 1 2 74 81
6 1 25 73 81
6 1 25 74 81
6 1 26 73 81
6 1 26 74 81
6 1 49 73 81
6 1 49 74 81
6 1 50 73 81
6 1 50 74 81
6 1 73 74 81
6 1 74 73 81
6 2 1 73 81
6 2 1 74 81
6 2 25 73 81
6 2 25 74 81
6 2 26 73 81
6 2 26 74 81
6 2 49 73 81
6 2 49 74 81
6 2 50 73 81
6 2 50 74 81
6 2 73 74 81
6 2 74 73 81
204
81 73 1 6
81 74 1 6
81 73 2 6
81 74 2 6
81 73 2 1 6
81 74 2 1 6
81 73 1 2 6
81 74 1 2 6
81 73 1 3 6
81 74 1 3 6
81 73 2 3 6
81 74 2 3 6
81 73 1 4 6
81 74 1 4 6
81 73 2 4 6
81 74 2 4 6
81 73 1 5 6
81 74 1 5 6
81 73 2 5 6
81 74 2 5 6
81 73 1 7 6
81 74 1 7 6
81 73 2 7 6
81 74 2 7 6
81 73 1 8 6
81 74 1 8 6
81 73 2 8 6
81 74 2 8 6
81 73 1 9 6
81 74 1 9 6
81 73 2 9 6
81 74 2 9 6
81 73 1 10 6
81 74 1 10 6
81 73 2 10 6
81 74 2 10 6
81 73 1 11 6
81 74 1 11 6
81 73 2 11 6
81 74 2 11 6
81 73 1 12 6
81 74 1 12 6
81 73 2 12 6
81 74 2 12 6
81 73 1 13 6
81 74 1 13 6
81 73 2 13 6
81 74 2 13 6
81 73 1 14 6
81 74 1 14 6
81 73 2 14 6
81 74 2 14 6
81 73 1 15 6
81 74 1 15 6
81 73 2 15 6
81 74 2 15 6
81 73 1 16 6
81 74 1 16 6
81 73 2 16 6
81 74 2 16 6
81 73 1 17 6
81 74 1 17 6
81 73 2 17 6
81 74 2 17 6
81 73 1 18 6
81 74 1 18 6
81 73 2 18 6
81 74 2 18 6
81 73 1 19 6
81 74 1 19 6
81 73 2 19 6
81 74 2 19 6
81 73 1 20 6
81 74 1 20 6
81 73 2 20 6
81 74 2 20 6
81 73 1 21 6
81 74 1 21 6
81 73 2 21 6
81 74 2 21 6
81 73 1 22 6
81 74 1 22 6
81 73 2 22 6
81 74 2 22 6
81 73 1 23 6
81 74 1 23 6
81 73 2 23 6
81 74 2 23 6
81 73 1 24 6
81 74 1 24 6
81 73 2 24 6
81 74 2 24 6
81 74 73 1 6
81 75 73 1 6
81 76 73 1 6
81 77 73 1 6
81 78 73 1 6
81 79 73 1 6
81 80 73 1 6
81 82 73 1 6
81 83 73 1 6
81 84 73 1 6
81 85 73 1 6
81 86 73 1 6
81 87 73 1 6
81 88 73 1 6
81 89 73 1 6
81 90 73 1 6
81 91 73 1 6
81 92 73 1 6
81 93 73 1 6
81 94 73 1 6
81 95 73 1 6
81 96 73 1 6
81 73 74 1 6
81 75 74 1 6
81 76 74 1 6
81 77 74 1 6
81 78 74 1 6
81 79 74 1 6
81 80 74 1 6
81 82 74 1 6
81 83 74 1 6
81 84 74 1 6
81 85 74 1 6
81 86 74 1 6
81 87 74 1 6
81 88 74 1 6
81 89 74 1 6
81 90 74 1 6
81 91 74 1 6
81 92 74 1 6
81 93 74 1 6
81 94 74 1 6
81 95 74 1 6
81 96 74 1 6
81 74 73 2 6
81 75 73 2 6
81 76 73 2 6
81 77 73 2 6
81 78 73 2 6
81 79 73 2 6
81 80 73 2 6
81 82 73 2 6
81 83 73 2 6
81 84 73 2 6
81 85 73 2 6
81 86 73 2 6
81 87 73 2 6
81 88 73 2 6
81 89 73 2 6
81 90 73 2 6
81 91 73 2 6
81 92 73 2 6
81 93 73 2 6
81 94 73 2 6
81 95 73 2 6
81 96 73 2 6
81 73 74 2 6
81 75 74 2 6
81 76 74 2 6
81 77 74 2 6
81 78 74 2 6
81 79 74 2 6
81 80 74 2 6
81 82 74 2 6
81 83 74 2 6
81 84 74 2 6
81 85 74 2 6
81 86 74 2 6
81 87 74 2 6
81 88 74 2 6
81 89 74 2 6
81 90 74 2 6
81 91 74 2 6
81 92 74 2 6
81 93 74 2 6
81 94 74 2 6
81 95 74 2 6
81 96 74 2 6
81 73 2 1 6
81 74 2 1 6
81 73 25 1 6
81 74 25 1 6
81 73 26 1 6
81 74 26 1 6
81 73 49 1 6
81 74 49 1 6
81 73 50 1 6
81 74 50 1 6
81 74 73 1 6
81 73 74 1 6
81 73 1 2 6
81 74 1 2 6
81 73 25 2 6
81 74 25 2 6
81 73 26 2 6
81 74 26 2 6
81 73 49 2 6
81 74 49 2 6
81 73 50 2 6
81 74 50 2 6
81 74 73 2 6
81 73 74 2 6
204
52 49 73 93
52 49 74 93
52 50 73 93
52 50 74 93
52 49 50 73 93
52 49 50 74 93
52 50 49 73 93
52 50 49 74 93
52 51 49 73 93
52 51 49 74 93
52 51 50 73 93
52 51 50 74 93
52 53 49 73 93
52 53 49 74 93
52 53 50 73 93
52 53 50 74 93
52 54 49 73 93
52 54 49 74 93
52 54 50 73 93
52 54 50 74 93
52 55 49 73 93
52 55 49 74 93
52 55 50 73 93
52 55 50 74 93
52 56 49 73 93
52 56 49 74 93
52 56 50 73 93
52 56 50 74 93
52 57 49 73 93
52 57 49 74 93
52 57 50 73 93
52 57 50 74 93
52 58 49 73 93
52 58 49 74 93
52 58 50 73 93
52 58 50 74 93
52 59 49 73 93
52 59 49 74 93
52 59 50 73 93
52 59 50 74 93
52 60 49 73 93
52 60 49 74 93
52 60 50 73 93
52 60 50 74 93
52 61 49 73 93
52 61 49 74 93
52 61 50 73 93
52 61 50 74 93
52 62 49 73 93
52 62 49 74 93
52 62 50 73 93
52 62 50 74 93
52 63 49 73 93
52 63 49 74 93
52 63 50 73 93
52 63 50 74 93
52 64 49 73 93
52 64 49 74 93
52 64 50 73 93
52 64 50 74 93
52 65 49 73 93
52 65 49 74 93
52 65 50 73 93
52 65 50 74 93
52 66 49 73 93
52 66 49 74 93
52 66 50 73 93
52 66 50 74 93
52 67 49 73 93
52 67 49 74 93
52 67 50 73 93
52 67 50 74 93
52 68 49 73 93
52 68 49 74 93
52 68 50 73 93
52 68 50 74 93
52 69 49 73 93
52 69 49 74 93
52 69 50 73 93
52 69 50 74 93
52 70 49 73 93
52 70 49 74 93
52 70 50 73 93
52 70 50 74 93
52 71 49 73 93
52 71 49 74 93
52 71 50 73 93
52 71 50 74 93
52 72 49 73 93
52 72 49 74 93
52 72 50 73 93
52 72 50 74 93
52 49 73 74 93
52 49 73 75 93
52 49 73 76 93
52 49 73 77 93
52 49 73 78 93
52 49 73 79 93
52 49 73 80 93
52 49 73 81 93
52 49 73 82 93
52 49 73 83 93
52 49 73 84 93
52 49 73 85 93
52 49 73 86 93
52 49 73 87 93
52 49 73 88 93
52 49 73 89 93
52 49 73 90 93
52 49 73 91 93
52 49 73 92 93
52 49 73 94 93
52 49 73 95 93
52 49 73 96 93
52 49 74 73 93
52 49 74 75 93
52 49 74 76 93
52 49 74 77 93
52 49 74 78 93
52 49 74 79 93
52 49 74 80 93
52 49 74 81 93
52 49 74 82 93
52 49 74 83 93
52 49 74 84 93
52 49 74 85 93
52 49 74 86 93
52 49 74 87 93
52 49 74 88 93
52 49 74 89 93
52 49 74 90 93
52 49 74 91 93
52 49 74 92 93
52 49 74 94 93
52 49 74 95 93
52 49 74 96 93
52 50 73 74 93
52 50 73 75 93
52 50 73 76 93
52 50 73 77 93
52 50 73 78 93
52 50 73 79 93
52 50 73 80 93
52 50 73 81 93
52 50 73 82 93
52 50 73 83 93
52 50 73 84 93
52 50 73 85 93
52 50 73 86 93
52 50 73 87 93
52 50 73 88 93
52 50 73 89 93
52 50 73 90 93
52 50 73 91 93
52 50 73 92 93
52 50 73 94 93
52 50 73 95 93
52 50 73 96 93
52 50 74 73 93
52 50 74 75 93
52 50 74 76 93
52 50 74 77 93
52 50 74 78 93
52 50 74 79 93
52 50 74 80 93
52 50 74 81 93
52 50 74 82 93
52 50 74 83 93
52 50 74 84 93
52 50 74 85 93
52 50 74 86 93
52 50 74 87 93
52 50 74 88 93
52 50 74 89 93
52 50 74 90 93
52 50 74 91 93
52 50 74 92 93
52 50 74 94 93
52 50 74 95 93
52 50 74 96 93
52 49 1 73 93
52 49 1 74 93
52 49 2 73 93
52 49 2 74 93
52 49 25 73 93
52 49 25 74 93
52 49 26 73 93
52 49 26 74 93
52 49 50 73 93
52 49 50 74 93
52 49 73 74 93
52 49 74 73 93
52 50 1 73 93
52 50 1 74 93
52 50 2 73 93
52 50 2 74 93
52 50 25 73 93
52 50 25 74 93
52 50 26 73 93
52 50 26 74 93
52 50 49 73 93
52 50 49 74 93
52 50 73 74 93
52 50 74 73 93
204
93 73 49 52
93 74 49 52
93 73 50 52
93 74 50 52
93 73 50 49 52
93 74 50 49 52
93 73 49 50 52
93 74 49 50 52
93 73 49 51 52
93 74 49 51 52
93 73 50 51 52
93 74 50 51 52
93 73 49 53 52
93 74 49 53 52
93 73 50 53 52
93 74 50 53 52
93 73 49 54 52
93 74 49 54 52
93 73 50 54 52
93 74 50 54 52
93 73 49 55 52
93 74 49 55 52
93 73 50 55 52
93 74 50 55 52
93 73 49 56 52
93 74 49 56 52
93 73 50 56 52
93 74 50 56 52
93 73 49 57 52
93 74 49 57 52
93 73 50 57 52
93 74 50 57 52
93 73 49 58 52
93 74 49 58 52
93 73 50 58 52
93 74 50 58 52
93 73 49 59 52
93 74 49 59 52
93 73 50 59 52
93 74 50 59 52
93 73 49 60 52
93 74 49 60 52
93 73 50 60 52
93 74 50 60 52
93 73 49 61 52
93 74 49 61 52
93 73 50 61 52
93 74 50 61 52
93 73 49 62 52
93 74 49 62 52
93 73 50 62 52
93 74 50 62 52
93 73 49 63 52
93 74 49 63 52
93 73 50 63 52
93 74 50 63 52
93 73 49 64 52
93 74 49 64 52
93 73 50 64 52
93 74 50 64 52
93 73 49 65 52
93 74 49 65 52
93 73 50 65 52
93 74 50 65 52
93 73 49 66 52
93 74 49 66 52
93 73 50 66 52
93 74 50 66 52
93 73 49 67 52
93 74 49 67 52
93 73 50 67 52
93 74 50 67 52
93 73 49 68 52
93 74 49 68 52
93 73 50 68 52
93 74 50 68 52
93 73 49 69 52
93 74 49 69 52
93 73 50 69 52
93 74 50 69 52
93 73 49 70 52
93 74 49 70 52
93 73 50 70 52
93 74 50 70 52
93 73 49 71 52
93 74 49 71 52
93 73 50 71 52
93 74 50 71 52
93 73 49 72 52
93 74 49 72 52
93 73 50 72 52
93 74 50 72 52
93 74 73 49 52
93 75 73 49 52
93 76 73 49 52
93 77 73 49 52
93 78 73 49 52
93 79 73 49 52
93 80 73 49 52
93 81 73 49 52
93 82 73 49 52
93 83 73 49 52
93 84 73 49 52
93 85 73 49 52
93 86 73 49 52
93 87 73 49 52
93 88 73 49 52
93 89 73 49 52
93 90 73 49 52
93 91 73 49 52
93 92 73 49 52
93 94 73 49 52
93 95 73 49 52
93 96 73 49 52
93 73 74 49 52
93 75 74 49 52
93 76 74 49 52
93 77 74 49 52
93 78 74 49 52
93 79 74 49 52
93 80 74 49 52
93 81 74 49 52
93 82 74 49 52
93 83 74 49 52
93 84 74 49 52
93 85 74 49 52
93 86 74 49 52
93 87 74 49 52
93 88 74 49 52
93 89 74 49 52
93 90 74 49 52
93 91 74 49 52
93 92 74 49 52
93 94 74 49 52
93 95 74 49 52
93 96 74 49 52
93 74 73 50 52
93 75 73 50 52
93 76 73 50 52
93 77 73 50 52
93 78 73 50 52
93 79 73 50 52
93 80 73 50 52
93 81 73 50 52
93 82 73 50 52
93 83 73 50 52
93 84 73 50 52
93 85 73 50 52
93 86 73 50 52
93 87 73 50 52
93 88 73 50 52
93 89 73 50 52
93 90 73 50 52
93 91 73 50 52
93 92 73 50 52
93 94 73 50 52
93 95 73 50 52
93 96 73 50 52
93 73 74 50 52
93 75 74 50 52
93 76 74 50 52
93 77 74 50 52
93 78 74 50 52
93 79 74 50 52
93 80 74 50 52
93 81 74 50 52
93 82 74 50 52
93 83 74 50 52
93 84 74 50 52
93 85 74 50 52
93 86 74 50 52
93 87 74 50 52
93 88 74 50 52
93 89 74 50 52
93 90 74 50 52
93 91 74 50 52
93 92 74 50 52
93 94 74 50 52
93 95 74 50 52
93 96 74 50 52
93 73 1 49 52
93 74 1 49 52
93 73 2 49 52
93 74 2 49 52
93 73 25 49 52
93 74 25 49 52
93 73 26 49 52
93 74 26 49 52
93 73 50 49 52
93 74 50 49 52
93 74 73 49 52
93 73 74 49 52
93 73 1 50 52
93 74 1 50 52
93 73 2 50 52
93 74 2 50 52
93 73 25 50 52
93 74 25 50 52
93 73 26 50 52
93 74 26 50 52
93 73 49 50 52
93 74 49 50 52
93 74 73 50 52
93 73 74 50 52
